new_genotype,DTS,DTA,Sequencing_ID
Zx.0160_P2_P3_P1.1.1.1,85.72850691,84.3180388,PN3_SID269
Zx.0160_P2_P3_P1.2.1.1,87.2186023,85.31928389,PN3_SID270
Zx.0160_P2_P3_P2.1.1.1,89.99612529,90.57088257,PN3_SID271
Zx.0160_P2_P3_P2.2.1.1,89.79156535,87.35486951,PN3_SID272
Zx.0160_P2_P4_P1.2.1.1,85.00298716,84.94855575,PN3_SID274
Zx.0160_P2_P5_P1.2.1.1,88.21670079,87.78733305,PN3_SID275
Zx.0160_P2_P5_P2.1.1.1,88.02825888,87.29616357,PN3_SID276
Zx.0550_P1_P1_P2.1.1.1,83.41290517,83.41516048,PN5_SID405
Zx.0550_P1_P2_P1.1.1.1,91.57296266,91.07368734,PN5_SID407
Zx.0550_P1_P3_P1.1.1.1,92.48059598,91.16840244,PN5_SID410
Zx.0550_P1_P4_P1.2.1.1,86.51860351,86.37847095,PN5_SID411
Zx.0550_P1_P5_P1.1.1.1,89.74186695,86.53762602,PN5_SID414
Zx.0550_P1_P5_P1.2.1.1,86.42584268,87.08607827,PN5_SID415
Zx.0550_P1_P5_P2.1.1.1,89.04488893,87.31010693,PN5_SID416
Zx.0550_P1_P5_P2.2.1.1,88.59516414,88.26929966,PN5_SID417
Zx.0550_P4_P1_P1.1.1.1,89.54583767,85.33136938,PN5_SID418
Zx.0550_P4_P1_P1.2.1.1,88.66190109,86.58346181,PN5_SID419
Zx.0550_P4_P1_P2.1.1.1,87.95983389,88.33900572,PN5_SID420
Zx.0550_P4_P1_P2.2.1.1,89.3033469,88.72659261,PN5_SID421
Zx.0550_P4_P1_P3.1.1.1,84.721552,85.07161665,PN5_SID422
Zx.0550_P4_P1_P4.2.1.1,91.35202301,87.84346027,PN5_SID424
Zx.0550_P4_P1_P4.3.1.1,88.59275862,88.18354552,PN5_SID425
Zx.0550_P4_P2_P2.3.1.1,87.24422982,85.68557202,PN5_SID426
Zx.0550_P4_P2_P2.5.1.1,89.88832985,88.54508542,PN5_SID427
Zx.0550_P4_P2_P3.1.1.1,86.33462819,86.52411585,PN5_SID428
Zx.0550_P4_P2_P3.3.1.1,87.17731273,86.80146,PN5_SID430
Zx.0550_P4_P2_P4.1.1.1,87.35252378,86.59887453,PN5_SID432
Zx.0550_P4_P3_P2.2.1.1,86.48890826,85.34409097,PN5_SID435
Zx.0550_P4_P3_P2.3.1.1,92.76366071,90.68801149,PN5_SID436
Zx.0550_P4_P3_P4.1.1.1,86.54203099,86.01170856,PN5_SID438
Zx.0550_P4_P3_P4.2.1.1,86.71457875,85.74485423,PN5_SID439
Zx.0550_P4_P3_P5.2.1.1,87.90980427,86.18759361,PN5_SID440
Zx.0550_P4_P3_P5.3.1.1,86.57847355,86.49248914,PN5_SID441
Zx.0550_P4_P4_P1.1.1.1,88.96640879,88.82937001,PN5_SID443
Zx.0550_P4_P4_P3.1.1.1,90.38106881,88.21830671,PN5_SID447
Zx.0550_P4_P4_P3.2.1.1,85.63912046,85.14228475,PN5_SID448
Zx.0550_P4_P4_P4.1.1.1,85.28733314,84.41079169,PN5_SID449
Zx.0550_P4_P4_P4.3.1.1,85.67134828,85.00871584,PN5_SID450
Zx.0550_P4_P4_P6.1.1.1,86.16346427,85.96766424,PN5_SID454
Zx.0550_P4_P5_P1.2.1.1,84.1931792,83.38801079,PN5_SID456
Zx.0550_P4_P5_P1.3.1.1,85.73941422,86.15686929,PN5_SID457
Zx.0550_P4_P5_P2.1.1.1,82.96418226,82.73080786,PN5_SID458
Zx.0550_P4_P5_P2.2.1.1,86.48384111,86.80746967,PN5_SID459
Zx.0550_P4_P5_P3.2.1.1,86.3516743,85.64279718,PN5_SID461
Zx.0550_P4_P5_P4.1.1.1,87.44081321,87.48491783,PN5_SID462
Zx.0550_P4_P5_P4.2.1.1,85.0267282,84.95699389,PN5_SID463
Zx.0540_P3_P1_P1.2.1.1,88.66793094,87.60317263,PN5_SID464
Zx.0540_P3_P1_P1.3.1.1,84.13145111,84.31511223,PN5_SID465
Zx.0540_P3_P1_P2.2.1.1,88.56352209,87.15397205,PN5_SID467
Zx.0540_P3_P1_P3.2.1.1,86.0597799,84.87255205,PN5_SID469
Zx.0540_P3_P1_P3.3.1.1,85.27022859,84.42065162,PN5_SID470
Zx.0540_P3_P2_P1.2.1.1,86.79098287,86.29997725,PN5_SID471
Zx.0540_P3_P2_P1.3.1.1,81.78458382,82.7224213,PN5_SID472
Zx.0540_P3_P3_P1.1.1.1,87.55153094,87.27219017,PN5_SID475
Zx.0540_P3_P3_P1.2.1.1,85.73179634,85.5865442,PN5_SID476
Zx.0540_P3_P3_P2.1.1.1,86.36135982,85.27156338,PN5_SID477
Zx.0540_P3_P3_P2.3.1.1,87.26068654,87.06789647,PN5_SID479
Zx.0540_P3_P3_P2.4.1.1,85.71896926,84.92355109,PN5_SID480
Zx.0540_P3_P3_P3.2.1.1,85.93912775,86.17554554,PN6_SID482
Zx.0540_P3_P3_P4.1.1.1,85.4854178,84.49724269,PN6_SID483
Zx.0540_P3_P3_P5.4.1.1,88.42591184,87.39229254,PN6_SID485
Zx.0540_P3_P4_P2.1.1.1,87.43470132,85.542068,PN6_SID488
Zx.0540_P3_P4_P3.5.1.1,91.21283293,89.88575901,PN6_SID491
Zx.0540_P3_P4_P4.3.1.1,88.14813094,86.38974341,PN6_SID492
Zx.0540_P3_P4_P4.4.1.1,87.14962107,86.59133252,PN6_SID493
Zx.0540_P3_P4_P5.2.1.1,89.11761667,88.04262563,PN6_SID494
Zx.0540_P3_P4_P5.3.1.1,89.50936104,87.89607434,PN6_SID495
Zx.0540_P3_P5_P1.1.1.1,88.64347129,87.27929429,PN6_SID496
Zx.0540_P3_P5_P1.2.1.1,86.18552583,85.34596847,PN6_SID497
Zx.0540_P3_P5_P2.2.1.1,89.06024386,86.4757613,PN6_SID498
Zx.0540_P3_P5_P3.2.1.1,84.88287271,85.44243075,PN6_SID500
Zx.0540_P3_P5_P6.2.1.1,86.00762167,83.41998216,PN6_SID504
Zx.0540_P3_P5_P6.4.1.1,86.00945619,84.60647997,PN6_SID505
Zx.0560_P2_P1_P1.1.1.1,86.07038745,86.21054052,PN4_SID352
Zx.0560_P2_P1_P3.1.1.1,88.45028155,87.74211128,PN4_SID353
Zx.0560_P2_P1_P4.1.1.1,88.05667471,86.29659745,PN4_SID354
Zx.0560_P2_P2_P1.1.1.1,88.33592982,86.74883621,PN4_SID355
Zx.0560_P2_P2_P2.1.1.1,86.64180784,86.25021481,PN4_SID356
Zx.0560_P2_P3_P1.2.1.1,86.32974231,84.99323107,PN4_SID358
Zx.0560_P2_P3_P2.1.1.1,85.53770602,85.09256858,PN4_SID359
Zx.0560_P2_P3_P3.1.1.1,89.82692038,89.43799461,PN4_SID361
Zx.0560_P2_P3_P3.2.1.1,92.05640803,92.17142757,PN4_SID362
Zx.0560_P2_P3_P4.2.1.1,90.84263423,87.68757957,PN4_SID364
Zx.0560_P2_P3_P5.3.1.1,89.98184614,87.05917977,PN4_SID365
Zx.0560_P2_P5_P1.1.1.1,89.14367969,87.99296732,PN4_SID366
Zx.0560_P2_P5_P2.1.1.1,84.70470762,84.18580788,PN4_SID368
Zx.0560_P2_P5_P2.3.1.1,87.8589525,87.01741665,PN4_SID369
Zx.0560_P2_P5_P3.2.1.1,85.76981078,85.77665684,PN4_SID370
Zx.0560_P4_P1_P1.1.1.1,86.69037284,86.69670449,PN4_SID375
Zx.0560_P4_P1_P2.3.1.1,84.45612022,84.45181613,PN4_SID378
Zx.0560_P4_P1_P3.1.1.1,83.51298267,84.31880315,PN4_SID379
Zx.0560_P4_P1_P3.2.1.1,86.03076224,86.23138606,PN4_SID380
Zx.0560_P4_P1_P4.1.1.1,84.01929621,84.08226093,PN4_SID381
Zx.0560_P4_P2_P1.1.1.1,85.04344315,85.07340821,PN4_SID382
Zx.0560_P4_P2_P1.5.1.1,86.80503839,85.84698724,PN4_SID383
Zx.0560_P4_P2_P2.2.1.1,86.48882275,85.80661636,PN4_SID384
Zx.0560_P4_P2_P2.4.1.1,89.12684647,89.73814358,PN5_SID385
Zx.0560_P4_P3_P1.1.1.1,84.1594078,84.91473998,PN5_SID386
Zx.0560_P4_P3_P1.2.1.1,84.24279689,84.52231179,PN5_SID387
Zx.0560_P4_P3_P2.3.1.1,86.65108306,84.41638736,PN5_SID388
Zx.0560_P4_P3_P2.4.1.1,86.64546881,84.88495095,PN5_SID389
Zx.0560_P4_P3_P3.1.1.1,85.25423234,85.28255427,PN5_SID390
Zx.0560_P4_P3_P3.2.1.1,84.48783607,85.36485973,PN5_SID391
Zx.0560_P4_P3_P4.3.1.1,85.7862384,85.73088195,PN5_SID393
Zx.0560_P4_P3_P5.1.1.1,87.01592244,87.10619509,PN5_SID394
Zx.0560_P4_P3_P5.2.1.1,82.46132914,83.94727389,PN5_SID395
Zx.0560_P4_P4_P1.5.1.1,86.39330128,86.18049863,PN5_SID396
Zx.0560_P4_P4_P2.1.1.1,88.87602655,86.97174511,PN5_SID397
Zx.0560_P4_P4_P2.3.1.1,85.15035621,84.88567301,PN5_SID398
Zx.0560_P4_P4_P3.2.1.1,91.11648234,88.62082287,PN5_SID399
Zx.0560_P4_P4_P3.3.1.1,84.38257015,83.82094052,PN5_SID400
Zx.0560_P4_P4_P4.2.1.1,83.48126841,82.28552918,PN5_SID402
Zx.0560_P4_P5_P1.1.1.1,86.84260694,85.67834862,PN5_SID404
Zx.0520_P2_P2_P1.2.1.1,89.3007925,88.31843168,PN16_SID1510
Zx.0520_P2_P3_P1.2.1.1,86.88534351,85.46520371,PN16_SID1512
Zx.0520_P2_P4_P1.1.1.1,85.83410546,85.08943786,PN16_SID1513
Zx.0520_P2_P4_P1.2.1.1,88.29599818,86.46099044,PN16_SID1514
Zx.0520_P4_P1_P1.1.1.1,91.78538909,91.12817585,PN16_SID1516
Zx.0520_P4_P1_P1.2.1.1,89.98021842,88.7621405,PN16_SID1517
Zx.0520_P4_P2_P1.1.1.1,84.1048507,83.9629446,PN16_SID1518
Zx.0520_P4_P2_P3.1.1.1,86.68064469,86.69078435,PN16_SID1520
Zx.0520_P4_P2_P3.2.1.1,91.67165722,91.41906242,PN16_SID1521
Zx.0370_P2_P1_P1.1.1.1,89.26921741,87.22619077,PN3_SID208
Zx.0370_P2_P1_P1.2.1.1,88.03801436,88.13412584,PN3_SID209
Zx.0370_P2_P2_P1.1.1.1,99.1027279,99.06126479,PN3_SID210
Zx.0370_P2_P3_P1.1.1.1,88.52578803,87.34271052,PN3_SID212
Zx.0370_P2_P4_P1.3.1.1,84.4174773,84.95837577,PN3_SID213
Zx.0370_P2_P5_P1.4.1.1,91.9934088,91.79071782,PN18_SID1636
Zx.0480_P1_P3_P2.1.1.1,86.55224833,86.38130458,PN17_SID1630
Zx.0480_P1_P3_P2.2.1.1,90.13461573,87.88291793,PN17_SID1631
Zx.0480_P1_P5_P1.1.1.1,87.02019143,85.92268714,PN17_SID1629
Zx.0480_P2_P2_P1.1.1.1,87.46986712,85.42094789,PN17_SID1626
Zx.0470_P2_P1_P1.2.1.1,85.58097822,85.39126335,PN17_SID1548
Zx.0470_P2_P1_P2.1.1.1,90.75213584,89.91599163,PN17_SID1549
Zx.0470_P2_P1_P2.2.1.1,85.17617435,85.41382351,PN17_SID1550
Zx.0470_P2_P2_P1.2.1.1,87.57346421,85.65564538,PN17_SID1552
Zx.0470_P2_P3_P1.1.1.1,90.56764996,88.81932926,PN17_SID1553
Zx.0470_P2_P4_P1.1.1.1,87.57859778,86.54982199,PN17_SID1556
Zx.0470_P2_P4_P2.1.1.1,89.42448972,88.92345841,PN17_SID1558
Zx.0470_P2_P4_P2.2.1.1,86.36076594,85.50550548,PN17_SID1559
Zx.0510_P1_P1_P1.3.1.1,93.27725723,93.07453984,PN16_SID1536
Zx.0510_P1_P2_P1.1.1.1,90.49510658,88.15713182,PN17_SID1538
Zx.0510_P1_P2_P1.2.1.1,87.4136979,86.37034098,PN17_SID1539
Zx.0510_P1_P2_P2.1.1.1,89.91685072,89.17580023,PN17_SID1540
Zx.0510_P1_P3_P1.2.1.1,85.16591548,85.39671546,PN17_SID1541
Zx.0510_P1_P3_P2.1.1.1,90.14063977,88.99931834,PN17_SID1542
Zx.0510_P1_P4_P1.2.1.1,87.7849238,86.1470908,PN17_SID1544
Zx.0510_P1_P5_P1.1.1.1,89.12464756,86.80351787,PN17_SID1545
Zx.0510_P1_P5_P1.2.1.1,92.61256752,91.13202012,PN17_SID1546
Zx.0380_P2_P1_P1.2.1.1,88.52863287,87.25694048,PN17_SID1572
Zx.0380_P2_P2_P1.2.1.1,87.59912928,88.51436454,PN17_SID1573
Zx.0380_P2_P2_P2.3.1.1,89.41227245,87.39616699,PN17_SID1576
Zx.0380_P2_P4_P1.1.1.1,88.23596532,87.14379314,PN17_SID1577
Zx.0380_P2_P4_P2.2.1.1,86.0687699,86.26275506,PN17_SID1579
Zx.0380_P2_P5_P1.1.1.1,89.08959215,88.8898732,PN17_SID1580
Zx.0380_P2_P5_P2.1.1.1,87.45946019,86.10442147,PN17_SID1582
Zx.0410_P2_P1_P1.1.1.1,89.79526907,89.41777101,PN3_SID199
Zx.0410_P2_P1_P1.4.1.1,84.34205181,84.1404506,PN18_SID1633
Zx.0410_P2_P2_P1.1.1.1,89.46445772,89.49982688,PN3_SID200
Zx.0410_P2_P2_P1.2.1.1,83.66583421,84.08687397,PN3_SID201
Zx.0410_P2_P3_P1.1.1.1,86.07503976,85.61236981,PN3_SID202
Zx.0410_P2_P4_P1.1.1.1,88.77671738,87.8295126,PN3_SID204
Zx.0410_P2_P4_P1.2.1.1,86.45728098,86.5149546,PN3_SID205
Zx.0410_P2_P4_P2.1.1.1,90.2661764,88.89292793,PN3_SID206
Zx.0410_P2_P4_P2.2.1.1,89.98107976,88.19644355,PN3_SID207
Zx.0500_P2_P1_P2.3.1.1,86.5734307,85.37696512,PN4_SID341
Zx.0500_P2_P2_P1.1.1.1,86.35870507,86.58863551,PN4_SID342
Zx.0500_P2_P2_P1.2.1.1,86.76848847,87.41444819,PN4_SID343
Zx.0500_P2_P2_P2.1.1.1,88.80120257,86.456707,PN4_SID344
Zx.0500_P2_P2_P2.2.1.1,87.95913505,85.92413097,PN4_SID345
Zx.0500_P2_P3_P1.1.1.1,88.1956498,84.39353484,PN4_SID346
Zx.0500_P2_P3_P1.2.1.1,87.34131498,86.91872948,PN4_SID347
Zx.0500_P2_P3_P2.1.1.1,88.5519093,88.03319565,PN4_SID348
Zx.0500_P2_P3_P2.3.1.1,83.17809292,83.63416391,PN4_SID349
Zx.0500_P2_P5_P1.1.1.1,84.75046252,85.17427109,PN4_SID350
Zx.0500_P2_P5_P1.2.1.1,85.1913061,85.92830766,PN4_SID351
Zx.0450_P1_P2_P1.2.1.1,88.74764775,87.15192453,PN17_SID1584
Zx.0450_P1_P2_P2.2.1.1,87.59545616,85.52773611,PN17_SID1586
Zx.0450_P1_P5_P2.1.1.1,86.08103981,85.56015765,PN17_SID1589
Zx.0450_P1_P5_P2.2.1.1,83.53586424,83.98123061,PN17_SID1590
Zv.0250_P2_P3_P1.1.1.1,88.12011563,84.93339191,PN16_SID1499
Zv.0250_P2_P3_P1.2.1.1,87.84126312,87.00087034,PN16_SID1500
Zv.0250_P2_P5_P1.3.1.1,89.01516965,88.98300309,PN16_SID1502
Zv.0250_P3_P1_P1.1.1.1,85.18434054,83.6897375,PN16_SID1503
Zv.0250_P3_P2_P1.3.1.1,88.07683378,87.41648607,PN16_SID1505
Zv.0250_P3_P3_P1.2.1.1,83.08455447,83.3080745,PN16_SID1506
Zv.0250_P3_P4_P1.2.1.1,90.01098053,90.25404751,PN16_SID1507
Zx.0350_P1_P1_P1.2.1.1,88.00558012,88.05392338,PN17_SID1561
Zx.0350_P1_P1_P2.2.1.1,87.38406642,86.05219361,PN17_SID1562
Zx.0350_P1_P2_P1.1.1.1,86.66635674,86.35460548,PN17_SID1563
Zx.0350_P1_P2_P1.2.1.1,87.34308665,86.60756032,PN17_SID1564
Zx.0350_P1_P2_P2.1.1.1,89.52208006,86.70194335,PN17_SID1565
Zx.0350_P1_P3_P2.1.1.1,87.65675288,86.89234039,PN17_SID1568
Zx.0350_P1_P3_P2.2.1.1,89.48688066,88.36203156,PN17_SID1569
Zx.0350_P1_P4_P1.1.1.1,86.76076489,85.45103479,PN17_SID1570
Zx.0350_P1_P4_P2.2.1.1,87.2858791,86.71890596,PN17_SID1571
Zx.0440_P1_P1_P1.3.1.1,84.41075242,84.39374536,PN6_SID507
Zx.0440_P1_P3_P1.3.1.1,86.19465544,85.19059452,PN6_SID510
Zx.0440_P1_P4_P1.1.1.1,85.96739566,85.66874394,PN6_SID511
Zx.0440_P1_P5_P1.1.1.1,85.27708351,86.27737775,PN6_SID512
Zx.0440_P1_P5_P1.2.1.1,86.76406743,86.48407301,PN6_SID513
Zx.0440_P1_P5_P1.3.1.1,85.60236042,85.22603107,PN6_SID514
Zx.0440_P2_P2_P1.1.1.1,83.91053107,83.78751256,PN6_SID516
Zx.0440_P2_P2_P1.2.1.1,86.26857778,86.33465517,PN6_SID517
Zx.0440_P2_P3_P1.1.1.1,86.70862454,86.03842506,PN6_SID518
Zx.0440_P2_P4_P1.1.1.1,92.4027386,89.51111076,PN6_SID520
Zx.0400_P1_P1_P2.1.1.1,84.36159171,84.95287637,PN17_SID1591
Zx.0400_P1_P1_P2.3.1.1,86.77082739,86.03975229,PN17_SID1592
Zx.0400_P1_P2_P1.2.1.1,88.98076306,88.1416124,PN17_SID1594
Zx.0400_P1_P3_P1.2.1.1,86.45190087,86.8220441,PN17_SID1596
Zx.0400_P1_P4_P1.1.1.1,85.00344363,84.13006644,PN17_SID1597
Zx.0400_P1_P4_P1.3.1.1,88.27042211,86.60695643,PN17_SID1598
Zx.0400_P1_P4_P2.1.1.1,87.50578092,86.79112491,PN17_SID1599
Zx.0430_P1_P1_P1.3.1.1,89.92437911,88.57745434,PN17_SID1608
Zx.0430_P1_P2_P1.1.1.1,89.72462337,88.9120349,PN17_SID1609
Zx.0430_P1_P2_P1.2.1.1,88.24327242,86.88247297,PN17_SID1610
Zx.0430_P1_P3_P1.1.1.1,90.10283899,89.58623988,PN17_SID1611
Zx.0430_P1_P4_P1.1.1.1,86.21645363,87.39242295,PN17_SID1613
Zx.0430_P1_P5_P1.2.1.1,88.40207852,86.93212877,PN17_SID1615
Zx.0430_P3_P2_P1.2.1.1,88.91132117,87.87191271,PN17_SID1603
Zx.0430_P3_P3_P1.3.1.1,86.96276286,86.39602106,PN17_SID1605
Zx.0430_P3_P4_P1.1.1.1,89.32547794,88.51211854,PN17_SID1606
Zx.0430_P3_P4_P1.2.1.1,89.12147699,88.47776111,PN17_SID1607
Zx.0390_P2_P1_P1.1.1.1,85.950591,83.97175666,PN17_SID1616
Zx.0390_P2_P1_P1.2.1.1,91.68111207,91.94172454,PN17_SID1617
Zx.0390_P2_P1_P2.1.1.1,87.57105224,86.51558247,PN17_SID1618
Zx.0350_P1_P2_P2.2.1.1,90.23781419,88.82965845,PN17_SID1566
Zx.0390_P2_P1_P2.3.1.1,90.14457332,87.559505,PN17_SID1619
Zx.0390_P2_P2_P1.1.1.1,85.48283449,83.25243123,PN17_SID1620
Zx.0390_P2_P3_P1.1.1.1,88.05799973,86.11325499,PN17_SID1623
Zx.0390_P2_P3_P2.2.1.1,85.1649263,84.57370378,PN17_SID1624
Zx.0510_P1_P1_P2.2.1.1,87.38006924,87.06270125,PN17_SID1537
Zx.0390_P2_P4_P1.1.1.1,86.34367893,87.48917088,PN17_SID1625
Zx.0490_P4_P2_P1.1.1.1,86.74210575,86.059866,PN16_SID1522
Zx.0490_P4_P2_P1.2.1.1,87.65379581,85.43074091,PN16_SID1523
Zx.0490_P4_P3_P1.2.1.1,89.30415328,88.09341462,PN16_SID1525
Zx.0490_P4_P5_P1.1.1.1,86.23655887,85.9833386,PN16_SID1528
Zx.0490_P4_P5_P1.2.1.1,88.13140519,86.02212874,PN16_SID1529
Zx.0360_P2_P1_P1.2.1.1,86.92409966,87.69337108,PN16_SID1530
Zx.0360_P2_P3_P1.2.1.1,87.75369311,86.68101299,PN16_SID1533
Zx.0360_P2_P5_P1.2.1.1,86.78174308,86.66981981,PN16_SID1535
Zx.0580_P2_P1_P1.4.1.1,86.76770404,85.245945,PN7_SID632
Zx.0580_P2_P1_P1.5.1.1,87.65731818,85.99158712,PN7_SID633
Zx.0580_P2_P1_P2.3.1.1,89.62920094,87.47383453,PN7_SID636
Zx.0580_P2_P2_P1.4.1.1,92.97064581,91.95493956,PN7_SID641
Zx.0580_P2_P3_P1.2.1.1,88.82128489,87.23726169,PN7_SID643
Zx.0580_P2_P3_P1.3.1.1,88.96875493,87.10254847,PN7_SID644
Zx.0580_P2_P3_P1.4.1.1,85.50505451,85.39434564,PN7_SID645
Zx.0580_P2_P3_P2.2.1.1,84.98556471,83.26381421,PN7_SID647
Zx.0580_P2_P3_P2.5.1.1,89.00021606,86.02855832,PN7_SID649
Zx.0580_P2_P3_P3.1.1.1,87.52690828,86.05335557,PN7_SID650
Zx.0580_P2_P3_P3.2.1.1,88.4550657,87.91644601,PN7_SID651
Zx.0580_P2_P3_P3.3.1.1,88.08279569,86.08283787,PN7_SID652
Zx.0580_P2_P3_P3.4.1.1,87.53588077,86.95735344,PN7_SID653
Zx.0580_P2_P4_P1.1.1.1,86.54945327,86.19944309,PN7_SID654
Zx.0580_P2_P4_P1.2.1.1,86.4519817,86.46140919,PN7_SID655
Zx.0580_P2_P4_P1.3.1.1,87.69842769,85.44071961,PN7_SID656
Zx.0580_P2_P4_P2.1.1.1,88.6674326,88.22043203,PN7_SID658
Zx.0580_P2_P4_P2.3.1.1,85.99621008,85.80749979,PN7_SID660
Zx.0580_P2_P5_P1.1.1.1,88.42469602,86.54145919,PN7_SID662
Zx.0580_P2_P5_P1.2.1.1,92.66218614,92.43480494,PN7_SID663
Zx.0580_P2_P5_P1.4.1.1,87.05001613,87.15397795,PN7_SID665
Zx.0580_P2_P5_P2.1.1.1,95.9493448,95.43711575,PN7_SID666
Zx.0580_P2_P5_P2.2.1.1,88.20208917,86.60649293,PN7_SID667
Zx.0580_P2_P5_P2.3.1.1,88.04535621,84.65488328,PN7_SID668
Zx.0580_P2_P5_P2.4.1.1,88.87153672,88.3402626,PN7_SID669
Zx.0580_P2_P5_P3.1.1.1,86.68941084,86.3321857,PN7_SID670
Zx.0580_P2_P5_P3.2.1.1,86.23155874,85.7830686,PN7_SID671
Zx.0580_P2_P5_P3.3.1.1,85.92225338,86.50771764,PN7_SID672
Zx.0580_P2_P5_P3.4.1.1,86.06172439,86.02883402,PN8_SID673
Zx.0580_P2_P5_P4.1.1.1,89.34293141,88.69977428,PN8_SID674
Zx.0580_P2_P5_P4.4.1.1,90.87898342,89.30298909,PN8_SID676
Zx.0580_P2_P5_P5.1.1.1,84.52971708,85.25239805,PN8_SID677
Zx.0580_P2_P5_P5.3.1.1,87.6034584,85.98940078,PN8_SID678
Zx.0580_P2_P5_P6.1.1.1,86.26480642,84.97023246,PN8_SID679
Zx.0580_P2_P5_P6.3.1.1,86.1290283,85.62039648,PN8_SID680
Zx.0580_P3_P1_P2.2.1.1,88.10853264,85.07337495,PN8_SID682
Zx.0580_P3_P1_P2.3.1.1,89.35471375,87.98562342,PN8_SID683
Zx.0580_P3_P1_P3.3.1.1,86.28075188,84.90265223,PN8_SID687
Zx.0580_P3_P1_P3.4.1.1,83.19363221,82.26060345,PN8_SID688
Zx.0580_P3_P1_P4.2.1.1,87.64830777,85.63380409,PN8_SID690
Zx.0580_P3_P1_P4.4.1.1,88.9818202,87.41922962,PN8_SID692
Zx.0580_P3_P2_P1.3.1.1,88.66107211,88.83055244,PN8_SID694
Zx.0580_P3_P2_P2.3.1.1,88.61208725,87.39867016,PN8_SID697
Zx.0580_P3_P2_P2.5.1.1,87.0130847,86.49712457,PN8_SID698
Zx.0580_P3_P2_P3.1.1.1,91.5241745,89.82599533,PN8_SID699
Zx.0580_P3_P2_P3.3.1.1,86.76642331,86.18624787,PN8_SID701
Zx.0580_P3_P2_P3.4.1.1,90.56078075,89.41464707,PN8_SID702
Zx.0580_P3_P2_P4.3.1.1,92.03060266,90.18137309,PN8_SID705
Zx.0580_P3_P3_P1.1.1.1,90.28983371,89.75428229,PN8_SID706
Zx.0580_P3_P3_P1.2.1.1,90.00837186,86.896636,PN8_SID707
Zx.0580_P3_P3_P1.3.1.1,88.0896784,85.20276805,PN8_SID708
Zx.0580_P3_P3_P1.4.1.1,88.26442404,86.31572235,PN8_SID709
Zx.0580_P3_P3_P2.1.1.1,90.33670168,86.41388059,PN8_SID710
Zx.0580_P3_P3_P2.3.1.1,85.91383943,85.51411133,PN8_SID712
Zx.0580_P3_P3_P3.1.1.1,88.67446658,87.80044118,PN8_SID714
Zx.0580_P3_P3_P3.2.1.1,89.41923252,89.91415104,PN8_SID715
Zx.0580_P3_P3_P3.4.1.1,90.9940242,89.5148474,PN8_SID717
Zx.0580_P3_P4_P1.2.1.1,90.97090147,89.52249194,PN8_SID719
Zx.0580_P3_P4_P1.3.1.1,84.44036352,84.70537722,PN8_SID720
Zx.0580_P3_P4_P1.5.1.1,90.88229379,90.22227505,PN8_SID721
Zx.0580_P3_P5_P1.2.1.1,88.90167462,88.16368891,PN8_SID722
Zx.0580_P3_P5_P1.4.1.1,88.34389863,86.91357699,PN8_SID724
Zx.0580_P3_P5_P2.2.1.1,89.25583632,88.4924616,PN8_SID726
Zx.0580_P3_P5_P2.4.1.1,86.52441395,85.01789959,PN8_SID727
Zx.0580_P3_P5_P4.1.1.1,88.05709368,86.50664195,PN8_SID729
Zx.0580_P3_P5_P4.2.1.1,83.15226997,81.42564105,PN8_SID730
Zx.0580_P3_P5_P4.3.1.1,83.30044047,83.66212826,PN8_SID731
Zx.0570_P2_P1_P1.1.1.1,88.12946987,85.60353733,PN8_SID733
Zx.0570_P2_P1_P1.2.1.1,86.08553993,86.72917783,PN8_SID734
Zx.0570_P2_P1_P1.3.1.1,86.8115901,85.50911949,PN8_SID735
Zx.0570_P2_P1_P2.1.1.1,87.15772829,85.56716063,PN8_SID737
Zx.0570_P2_P1_P3.2.1.1,91.12638698,92.25811209,PN8_SID741
Zx.0570_P2_P1_P4.1.1.1,85.35134927,85.15213762,PN8_SID742
Zx.0570_P2_P2_P1.1.1.1,90.79356831,89.17580746,PN8_SID744
Zx.0570_P2_P2_P1.2.1.1,87.12470614,87.22279964,PN8_SID745
Zx.0570_P2_P2_P1.4.1.1,84.80168855,84.64023034,PN8_SID747
Zx.0570_P2_P2_P2.2.1.1,86.53622726,84.60858221,PN8_SID749
Zx.0570_P2_P2_P4.1.1.1,88.26368472,87.76915336,PN8_SID754
Zx.0570_P2_P2_P4.2.1.1,87.79779403,88.09669764,PN8_SID755
Zx.0570_P2_P2_P4.3.1.1,87.97150152,86.61993264,PN8_SID756
Zx.0570_P2_P3_P1.4.1.1,85.22697265,84.29550289,PN8_SID761
Zx.0570_P2_P3_P2.2.1.1,88.28224714,89.06277594,PN8_SID762
Zx.0570_P2_P3_P2.4.1.1,85.25164462,85.38104445,PN8_SID764
Zx.0570_P2_P3_P3.1.1.1,89.6656321,87.47212289,PN8_SID765
Zx.0570_P2_P3_P3.3.1.1,87.57235982,84.23755093,PN8_SID767
Zx.0570_P2_P4_P1.2.1.1,89.19018107,84.24600789,PN9_SID769
Zx.0570_P2_P5_P1.1.1.1,89.2595068,88.83543106,PN9_SID773
Zx.0570_P2_P5_P1.2.1.1,88.04400132,87.22682666,PN9_SID774
Zx.0570_P2_P5_P2.3.1.1,88.13082092,85.97129222,PN9_SID777
