,DTS,DTA
Zx.0560_P2_P5_P2.1.1.1,84.70470762,84.18580788
Zx.0560_P2_P5_P2.3.1.1,87.8589525,87.01741665
Zx.0560_P2_P5_P3.2.1.1,85.76981078,85.77665684
Zx.0560_P4_P1_P1.1.1.1,86.69037284,86.69670449
Zx.0560_P4_P1_P2.3.1.1,84.45612022,84.45181613
Zx.0560_P4_P1_P3.1.1.1,83.51298267,84.31880315
Zx.0560_P4_P1_P3.2.1.1,86.03076224,86.23138606
Zx.0560_P4_P1_P4.1.1.1,84.01929621,84.08226093
Zx.0560_P4_P2_P1.1.1.1,85.04344315,85.07340821
Zx.0560_P4_P2_P1.5.1.1,86.80503839,85.84698724
Zx.0560_P4_P2_P2.2.1.1,86.48882275,85.80661636
Zx.0560_P4_P2_P2.4.1.1,89.12684647,89.73814358
Zx.0560_P4_P3_P1.1.1.1,84.1594078,84.91473998
Zx.0560_P4_P3_P1.2.1.1,84.24279689,84.52231179
Zx.0560_P4_P3_P2.3.1.1,86.65108306,84.41638736
Zx.0560_P4_P3_P2.4.1.1,86.64546881,84.88495095
Zx.0560_P4_P3_P3.1.1.1,85.25423234,85.28255427
Zx.0560_P4_P3_P3.2.1.1,84.48783607,85.36485973
Zx.0560_P4_P3_P4.3.1.1,85.7862384,85.73088195
Zx.0560_P4_P3_P5.1.1.1,87.01592244,87.10619509
Zx.0560_P4_P3_P5.2.1.1,82.46132914,83.94727389
Zx.0560_P4_P4_P1.5.1.1,86.39330128,86.18049863
Zx.0560_P4_P4_P2.1.1.1,88.87602655,86.97174511
Zx.0560_P4_P4_P2.3.1.1,85.15035621,84.88567301
Zx.0560_P4_P4_P3.2.1.1,91.11648234,88.62082287
Zx.0560_P4_P4_P3.3.1.1,84.38257015,83.82094052
Zx.0560_P4_P4_P4.2.1.1,83.48126841,82.28552918
Zx.0560_P4_P5_P1.1.1.1,86.84260694,85.67834862
Zx.0520_P2_P2_P1.2.1.1,89.3007925,88.31843168
Zx.0520_P2_P3_P1.2.1.1,86.88534351,85.46520371
Zx.0520_P2_P4_P1.1.1.1,85.83410546,85.08943786
Zx.0520_P2_P4_P1.2.1.1,88.29599818,86.46099044
Zx.0520_P4_P1_P1.1.1.1,91.78538909,91.12817585
Zx.0520_P4_P1_P1.2.1.1,89.98021842,88.7621405
Zx.0520_P4_P2_P1.1.1.1,84.1048507,83.9629446
Zx.0520_P4_P2_P3.1.1.1,86.68064469,86.69078435
Zx.0520_P4_P2_P3.2.1.1,91.67165722,91.41906242
Zx.0370_P2_P1_P1.1.1.1,89.26921741,87.22619077
Zx.0370_P2_P1_P1.2.1.1,88.03801436,88.13412584
Zx.0370_P2_P2_P1.1.1.1,99.1027279,99.06126479
Zx.0370_P2_P3_P1.1.1.1,88.52578803,87.34271052
Zx.0370_P2_P4_P1.3.1.1,84.4174773,84.95837577
Zx.0370_P2_P5_P1.4.1.1,91.9934088,91.79071782
Zx.0480_P1_P3_P2.1.1.1,86.55224833,86.38130458
Zx.0480_P1_P3_P2.2.1.1,90.13461573,87.88291793
Zx.0480_P1_P5_P1.1.1.1,87.02019143,85.92268714
Zx.0480_P2_P2_P1.1.1.1,87.46986712,85.42094789
Zx.0470_P2_P1_P1.2.1.1,85.58097822,85.39126335
Zx.0470_P2_P1_P2.1.1.1,90.75213584,89.91599163
Zx.0470_P2_P1_P2.2.1.1,85.17617435,85.41382351
Zx.0470_P2_P2_P1.2.1.1,87.57346421,85.65564538
Zx.0470_P2_P3_P1.1.1.1,90.56764996,88.81932926
Zx.0470_P2_P4_P1.1.1.1,87.57859778,86.54982199
Zx.0470_P2_P4_P2.1.1.1,89.42448972,88.92345841
Zx.0470_P2_P4_P2.2.1.1,86.36076594,85.50550548
Zx.0510_P1_P1_P1.3.1.1,93.27725723,93.07453984
Zx.0510_P1_P2_P1.1.1.1,90.49510658,88.15713182
Zx.0510_P1_P2_P1.2.1.1,87.4136979,86.37034098
Zx.0510_P1_P2_P2.1.1.1,89.91685072,89.17580023
Zx.0510_P1_P3_P1.2.1.1,85.16591548,85.39671546
Zx.0510_P1_P3_P2.1.1.1,90.14063977,88.99931834
Zx.0510_P1_P4_P1.2.1.1,87.7849238,86.1470908
Zx.0510_P1_P5_P1.1.1.1,89.12464756,86.80351787
Zx.0510_P1_P5_P1.2.1.1,92.61256752,91.13202012
Zx.0380_P2_P1_P1.2.1.1,88.52863287,87.25694048
Zx.0380_P2_P2_P1.2.1.1,87.59912928,88.51436454
Zx.0380_P2_P2_P2.3.1.1,89.41227245,87.39616699
Zx.0380_P2_P4_P1.1.1.1,88.23596532,87.14379314
Zx.0380_P2_P4_P2.2.1.1,86.0687699,86.26275506
Zx.0380_P2_P5_P1.1.1.1,89.08959215,88.8898732
Zx.0380_P2_P5_P2.1.1.1,87.45946019,86.10442147
Zx.0410_P2_P1_P1.1.1.1,89.79526907,89.41777101
Zx.0410_P2_P1_P1.4.1.1,84.34205181,84.1404506
Zx.0410_P2_P2_P1.1.1.1,89.46445772,89.49982688
Zx.0410_P2_P2_P1.2.1.1,83.66583421,84.08687397
Zx.0410_P2_P3_P1.1.1.1,86.07503976,85.61236981
Zx.0410_P2_P4_P1.1.1.1,88.77671738,87.8295126
Zx.0410_P2_P4_P1.2.1.1,86.45728098,86.5149546
Zx.0410_P2_P4_P2.1.1.1,90.2661764,88.89292793
Zx.0410_P2_P4_P2.2.1.1,89.98107976,88.19644355
Zx.0500_P2_P1_P2.3.1.1,86.5734307,85.37696512
Zx.0500_P2_P2_P1.1.1.1,86.35870507,86.58863551
Zx.0500_P2_P2_P1.2.1.1,86.76848847,87.41444819
Zx.0500_P2_P2_P2.1.1.1,88.80120257,86.456707
Zx.0500_P2_P2_P2.2.1.1,87.95913505,85.92413097
Zx.0500_P2_P3_P1.1.1.1,88.1956498,84.39353484
Zx.0500_P2_P3_P1.2.1.1,87.34131498,86.91872948
Zx.0500_P2_P3_P2.1.1.1,88.5519093,88.03319565
Zx.0500_P2_P3_P2.3.1.1,83.17809292,83.63416391
Zx.0500_P2_P5_P1.1.1.1,84.75046252,85.17427109
Zx.0500_P2_P5_P1.2.1.1,85.1913061,85.92830766
Zx.0450_P1_P2_P1.2.1.1,88.74764775,87.15192453
Zx.0450_P1_P2_P2.2.1.1,87.59545616,85.52773611
Zx.0450_P1_P5_P2.1.1.1,86.08103981,85.56015765
Zx.0450_P1_P5_P2.2.1.1,83.53586424,83.98123061
Zv.0250_P2_P3_P1.1.1.1,88.12011563,84.93339191
Zv.0250_P2_P3_P1.2.1.1,87.84126312,87.00087034
Zv.0250_P2_P5_P1.3.1.1,89.01516965,88.98300309
Zv.0250_P3_P1_P1.1.1.1,85.18434054,83.6897375
Zv.0250_P3_P2_P1.3.1.1,88.07683378,87.41648607
Zv.0250_P3_P3_P1.2.1.1,83.08455447,83.3080745
Zv.0250_P3_P4_P1.2.1.1,90.01098053,90.25404751
Zx.0350_P1_P1_P1.2.1.1,88.00558012,88.05392338
Zx.0350_P1_P1_P2.2.1.1,87.38406642,86.05219361
Zx.0350_P1_P2_P1.1.1.1,86.66635674,86.35460548
Zx.0350_P1_P2_P1.2.1.1,87.34308665,86.60756032
Zx.0350_P1_P2_P2.1.1.1,89.52208006,86.70194335
Zx.0350_P1_P3_P2.1.1.1,87.65675288,86.89234039
Zx.0350_P1_P3_P2.2.1.1,89.48688066,88.36203156
Zx.0350_P1_P4_P1.1.1.1,86.76076489,85.45103479
Zx.0350_P1_P4_P2.2.1.1,87.2858791,86.71890596
Zx.0440_P1_P1_P1.3.1.1,84.41075242,84.39374536
Zx.0440_P1_P3_P1.3.1.1,86.19465544,85.19059452
Zx.0440_P1_P4_P1.1.1.1,85.96739566,85.66874394
Zx.0440_P1_P5_P1.1.1.1,85.27708351,86.27737775
Zx.0440_P1_P5_P1.2.1.1,86.76406743,86.48407301
Zx.0440_P1_P5_P1.3.1.1,85.60236042,85.22603107
Zx.0440_P2_P2_P1.1.1.1,83.91053107,83.78751256
Zx.0440_P2_P2_P1.2.1.1,86.26857778,86.33465517
Zx.0440_P2_P3_P1.1.1.1,86.70862454,86.03842506
Zx.0440_P2_P4_P1.1.1.1,92.4027386,89.51111076
Zx.0400_P1_P1_P2.1.1.1,84.36159171,84.95287637
Zx.0400_P1_P1_P2.3.1.1,86.77082739,86.03975229
Zx.0400_P1_P2_P1.2.1.1,88.98076306,88.1416124
Zx.0400_P1_P3_P1.2.1.1,86.45190087,86.8220441
Zx.0400_P1_P4_P1.1.1.1,85.00344363,84.13006644
Zx.0400_P1_P4_P1.3.1.1,88.27042211,86.60695643
Zx.0400_P1_P4_P2.1.1.1,87.50578092,86.79112491
Zx.0430_P1_P1_P1.3.1.1,89.92437911,88.57745434
Zx.0430_P1_P2_P1.1.1.1,89.72462337,88.9120349
Zx.0430_P1_P2_P1.2.1.1,88.24327242,86.88247297
Zx.0430_P1_P3_P1.1.1.1,90.10283899,89.58623988
Zx.0430_P1_P4_P1.1.1.1,86.21645363,87.39242295
Zx.0430_P1_P5_P1.2.1.1,88.40207852,86.93212877
Zx.0430_P3_P2_P1.2.1.1,88.91132117,87.87191271
Zx.0430_P3_P3_P1.3.1.1,86.96276286,86.39602106
Zx.0430_P3_P4_P1.1.1.1,89.32547794,88.51211854
Zx.0430_P3_P4_P1.2.1.1,89.12147699,88.47776111
Zx.0390_P2_P1_P1.1.1.1,85.950591,83.97175666
Zx.0390_P2_P1_P1.2.1.1,91.68111207,91.94172454
Zx.0390_P2_P1_P2.1.1.1,87.57105224,86.51558247
Zx.0350_P1_P2_P2.2.1.1,90.23781419,88.82965845
Zx.0390_P2_P1_P2.3.1.1,90.14457332,87.559505
Zx.0390_P2_P2_P1.1.1.1,85.48283449,83.25243123
Zx.0390_P2_P3_P1.1.1.1,88.05799973,86.11325499
Zx.0390_P2_P3_P2.2.1.1,85.1649263,84.57370378
Zx.0510_P1_P1_P2.2.1.1,87.38006924,87.06270125
Zx.0390_P2_P4_P1.1.1.1,86.34367893,87.48917088
Zx.0490_P4_P2_P1.1.1.1,86.74210575,86.059866
Zx.0490_P4_P2_P1.2.1.1,87.65379581,85.43074091
Zx.0490_P4_P3_P1.2.1.1,89.30415328,88.09341462
Zx.0490_P4_P5_P1.1.1.1,86.23655887,85.9833386
Zx.0490_P4_P5_P1.2.1.1,88.13140519,86.02212874
Zx.0360_P2_P1_P1.2.1.1,86.92409966,87.69337108
Zx.0360_P2_P3_P1.2.1.1,87.75369311,86.68101299
Zx.0360_P2_P5_P1.2.1.1,86.78174308,86.66981981
Zx.0580_P2_P1_P1.4.1.1,86.76770404,85.245945
Zx.0580_P2_P1_P1.5.1.1,87.65731818,85.99158712
Zx.0580_P2_P1_P2.3.1.1,89.62920094,87.47383453
Zx.0580_P2_P2_P1.4.1.1,92.97064581,91.95493956
Zx.0580_P2_P3_P1.2.1.1,88.82128489,87.23726169
Zx.0580_P2_P3_P1.3.1.1,88.96875493,87.10254847
Zx.0580_P2_P3_P1.4.1.1,85.50505451,85.39434564
Zx.0580_P2_P3_P2.2.1.1,84.98556471,83.26381421
Zx.0580_P2_P3_P2.5.1.1,89.00021606,86.02855832
Zx.0580_P2_P3_P3.1.1.1,87.52690828,86.05335557
Zx.0580_P2_P3_P3.2.1.1,88.4550657,87.91644601
Zx.0580_P2_P3_P3.3.1.1,88.08279569,86.08283787
Zx.0580_P2_P3_P3.4.1.1,87.53588077,86.95735344
Zx.0580_P2_P4_P1.1.1.1,86.54945327,86.19944309
Zx.0580_P2_P4_P1.2.1.1,86.4519817,86.46140919
Zx.0580_P2_P4_P1.3.1.1,87.69842769,85.44071961
Zx.0580_P2_P4_P2.1.1.1,88.6674326,88.22043203
Zx.0580_P2_P4_P2.3.1.1,85.99621008,85.80749979
Zx.0580_P2_P5_P1.1.1.1,88.42469602,86.54145919
Zx.0580_P2_P5_P1.2.1.1,92.66218614,92.43480494
Zx.0580_P2_P5_P1.4.1.1,87.05001613,87.15397795
Zx.0580_P2_P5_P2.1.1.1,95.9493448,95.43711575
Zx.0580_P2_P5_P2.2.1.1,88.20208917,86.60649293
Zx.0580_P2_P5_P2.3.1.1,88.04535621,84.65488328
Zx.0580_P2_P5_P2.4.1.1,88.87153672,88.3402626
Zx.0580_P2_P5_P3.1.1.1,86.68941084,86.3321857
Zx.0580_P2_P5_P3.2.1.1,86.23155874,85.7830686
Zx.0580_P2_P5_P3.3.1.1,85.92225338,86.50771764
Zx.0580_P2_P5_P3.4.1.1,86.06172439,86.02883402
Zx.0580_P2_P5_P4.1.1.1,89.34293141,88.69977428
Zx.0580_P2_P5_P4.4.1.1,90.87898342,89.30298909
Zx.0580_P2_P5_P5.1.1.1,84.52971708,85.25239805
Zx.0580_P2_P5_P5.3.1.1,87.6034584,85.98940078
Zx.0580_P2_P5_P6.1.1.1,86.26480642,84.97023246
Zx.0580_P2_P5_P6.3.1.1,86.1290283,85.62039648
Zx.0580_P3_P1_P2.2.1.1,88.10853264,85.07337495
Zx.0580_P3_P1_P2.3.1.1,89.35471375,87.98562342
Zx.0580_P3_P1_P3.3.1.1,86.28075188,84.90265223
Zx.0580_P3_P1_P3.4.1.1,83.19363221,82.26060345
Zx.0580_P3_P1_P4.2.1.1,87.64830777,85.63380409
Zx.0580_P3_P1_P4.4.1.1,88.9818202,87.41922962
Zx.0580_P3_P2_P1.3.1.1,88.66107211,88.83055244
Zx.0580_P3_P2_P2.3.1.1,88.61208725,87.39867016
Zx.0580_P3_P2_P2.5.1.1,87.0130847,86.49712457
Zx.0580_P3_P2_P3.1.1.1,91.5241745,89.82599533
Zx.0580_P3_P2_P3.3.1.1,86.76642331,86.18624787
Zx.0580_P3_P2_P3.4.1.1,90.56078075,89.41464707
Zx.0580_P3_P2_P4.3.1.1,92.03060266,90.18137309
Zx.0580_P3_P3_P1.1.1.1,90.28983371,89.75428229
Zx.0580_P3_P3_P1.2.1.1,90.00837186,86.896636
Zx.0580_P3_P3_P1.3.1.1,88.0896784,85.20276805
Zx.0580_P3_P3_P1.4.1.1,88.26442404,86.31572235
Zx.0580_P3_P3_P2.1.1.1,90.33670168,86.41388059
Zx.0580_P3_P3_P2.3.1.1,85.91383943,85.51411133
Zx.0580_P3_P3_P3.1.1.1,88.67446658,87.80044118
Zx.0580_P3_P3_P3.2.1.1,89.41923252,89.91415104
Zx.0580_P3_P3_P3.4.1.1,90.9940242,89.5148474
Zx.0580_P3_P4_P1.2.1.1,90.97090147,89.52249194
Zx.0580_P3_P4_P1.3.1.1,84.44036352,84.70537722
Zx.0580_P3_P4_P1.5.1.1,90.88229379,90.22227505
Zx.0580_P3_P5_P1.2.1.1,88.90167462,88.16368891
Zx.0580_P3_P5_P1.4.1.1,88.34389863,86.91357699
Zx.0580_P3_P5_P2.2.1.1,89.25583632,88.4924616
Zx.0580_P3_P5_P2.4.1.1,86.52441395,85.01789959
Zx.0580_P3_P5_P4.1.1.1,88.05709368,86.50664195
Zx.0580_P3_P5_P4.2.1.1,83.15226997,81.42564105
Zx.0580_P3_P5_P4.3.1.1,83.30044047,83.66212826
Zx.0570_P2_P1_P1.1.1.1,88.12946987,85.60353733
Zx.0570_P2_P1_P1.2.1.1,86.08553993,86.72917783
Zx.0570_P2_P1_P1.3.1.1,86.8115901,85.50911949
Zx.0570_P2_P1_P2.1.1.1,87.15772829,85.56716063
Zx.0570_P2_P1_P3.2.1.1,91.12638698,92.25811209
Zx.0570_P2_P1_P4.1.1.1,85.35134927,85.15213762
Zx.0570_P2_P2_P1.1.1.1,90.79356831,89.17580746
Zx.0570_P2_P2_P1.2.1.1,87.12470614,87.22279964
Zx.0570_P2_P2_P1.4.1.1,84.80168855,84.64023034
Zx.0570_P2_P2_P2.2.1.1,86.53622726,84.60858221
Zx.0570_P2_P2_P4.1.1.1,88.26368472,87.76915336
Zx.0570_P2_P2_P4.2.1.1,87.79779403,88.09669764
Zx.0570_P2_P2_P4.3.1.1,87.97150152,86.61993264
Zx.0570_P2_P3_P1.4.1.1,85.22697265,84.29550289
Zx.0570_P2_P3_P2.2.1.1,88.28224714,89.06277594
Zx.0570_P2_P3_P2.4.1.1,85.25164462,85.38104445
Zx.0570_P2_P3_P3.1.1.1,89.6656321,87.47212289
Zx.0570_P2_P3_P3.3.1.1,87.57235982,84.23755093
Zx.0570_P2_P4_P1.2.1.1,89.19018107,84.24600789
Zx.0570_P2_P5_P1.1.1.1,89.2595068,88.83543106
Zx.0570_P2_P5_P1.2.1.1,88.04400132,87.22682666
Zx.0570_P2_P5_P2.3.1.1,88.13082092,85.97129222
Zx.0570_P2_P5_P2.4.1.1,89.68600758,88.36415847
Zd.0010_P2_P1_P1.1.1.1,86.19694453,85.68156173
Zd.0010_P2_P1_P1.2.1.1,89.39766103,88.11449571
Zd.0010_P2_P1_P2.1.1.1,82.89377248,84.09011113
Zd.0010_P2_P1_P2.2.1.1,90.84386446,89.8576115
Zd.0010_P2_P1_P2.3.1.1,87.07177929,85.87622361
Zd.0010_P2_P1_P2.4.1.1,90.57025136,90.08349918
Zd.0010_P2_P2_P1.2.1.1,87.18909124,86.62797921
Zd.0010_P2_P2_P1.3.1.1,87.48363253,85.08793845
Zd.0010_P2_P2_P2.1.1.1,87.91092673,85.85364332
Zd.0010_P2_P3_P1.2.1.1,87.62320483,86.1541206
Zd.0010_P2_P3_P1.5.1.1,88.02315659,86.90722203
Zd.0010_P2_P3_P2.1.1.1,93.43980703,92.38666228
Zd.0010_P2_P3_P2.3.1.1,92.62869907,91.89253742
Zd.0010_P2_P3_P2.4.1.1,88.03191352,86.76799159
Zd.0010_P2_P3_P3.1.1.1,89.47482778,87.13306919
Zd.0010_P2_P3_P3.3.1.1,87.55841366,89.09984996
Zd.0010_P2_P3_P4.2.1.1,86.15764944,86.53108126
Zd.0010_P2_P3_P4.5.1.1,87.03836181,84.95000742
Zd.0010_P2_P4_P1.2.1.1,87.06610787,87.08521989
Zd.0010_P2_P4_P1.3.1.1,88.69903306,88.6504581
Zd.0010_P2_P4_P2.1.1.1,87.06694124,86.47021098
Zd.0010_P2_P4_P2.3.1.1,86.11325238,85.80570502
Zd.0010_P2_P4_P3.2.1.1,86.89598522,87.39684064
Zd.0010_P2_P4_P3.3.1.1,85.27593394,84.57757967
Zd.0010_P2_P4_P4.2.1.1,86.55852314,86.86454098
Zd.0010_P2_P4_P4.3.1.1,89.06166779,87.6619999
Zd.0010_P2_P5_P1.2.1.1,86.2556443,86.66392696
Zd.0010_P2_P5_P2.1.1.1,89.90750354,88.46403474
Zd.0010_P2_P5_P2.2.1.1,94.64540826,92.68641287
Zd.0010_P2_P5_P2.3.1.1,91.27359804,91.10771192
Zd.0010_P2_P5_P2.4.1.1,89.36459438,88.72303389
Zd.0010_P2_P5_P3.1.1.1,90.21805876,87.71193249
Zd.0010_P2_P5_P4.1.1.1,90.54712529,87.87937195
Zd.0010_P2_P5_P4.2.1.1,88.45043548,87.06956838
Zd.0010_P3_P1_P1.1.1.1,89.80593213,87.77656191
Zd.0010_P3_P1_P1.3.1.1,87.42716041,86.92645311
Zd.0010_P3_P1_P2.2.1.1,88.63954729,87.79282338
Zd.0010_P3_P2_P1.1.1.1,88.29587427,87.00261931
Zd.0010_P3_P2_P1.3.1.1,87.04599181,86.37054324
Zd.0010_P3_P2_P1.4.1.1,89.85881733,89.95111912
Zd.0010_P3_P2_P2.1.1.1,89.57768071,88.73861825
Zd.0010_P3_P2_P2.3.1.1,89.72184424,93.18974583
Zd.0010_P3_P2_P3.2.1.1,88.79219883,87.91691852
Zd.0010_P3_P2_P3.3.1.1,85.9499789,85.17888389
Zd.0010_P3_P2_P4.2.1.1,90.94938586,88.16880952
Zd.0010_P3_P2_P4.3.1.1,90.00362957,90.87816175
Zd.0010_P3_P2_P5.1.1.1,86.54586599,87.10416511
Zd.0010_P3_P2_P5.2.1.1,90.08698616,89.85207971
Zd.0010_P3_P2_P5.3.1.1,86.13947356,85.64147994
Zd.0010_P3_P3_P1.3.1.1,88.73836153,87.50848841
Zd.0010_P3_P3_P1.4.1.1,91.24386632,88.64257005
Zd.0010_P3_P3_P2.1.1.1,88.37864087,87.88603842
Zd.0010_P3_P3_P2.2.1.1,89.410108,88.52205388
Zd.0010_P3_P3_P3.4.1.1,86.63111014,87.26878493
Zd.0010_P3_P4_P1.1.1.1,89.65611624,88.08172687
Zd.0010_P3_P4_P1.2.1.1,87.44090596,88.36662863
Zd.0010_P3_P4_P2.1.1.1,90.0816009,89.75892335
Zd.0010_P3_P4_P2.2.1.1,87.677659,87.31783235
Zd.0010_P3_P4_P2.5.1.1,86.79901674,85.4469664
Zd.0010_P3_P4_P3.1.1.1,86.38501732,85.82097544
Zd.0010_P3_P5_P1.3.1.1,90.75154984,88.74784073
Zd.0010_P3_P5_P1.4.1.1,87.48327868,87.14221382
Zd.0030_P2_P1_P1.1.1.1,88.41538562,88.74965996
Zd.0030_P2_P1_P1.2.1.1,90.51905761,86.30924309
Zd.0030_P2_P1_P1.5.1.1,93.59911614,90.83446425
Zd.0030_P2_P1_P2.2.1.1,93.24695017,91.16962381
Zd.0030_P2_P1_P2.4.1.1,88.08858073,86.81061265
Zd.0030_P2_P1_P3.2.1.1,89.54019556,88.48872167
Zd.0030_P2_P1_P3.3.1.1,88.08501507,86.57095434
Zd.0030_P2_P2_P1.1.1.1,86.61436834,85.68267372
Zd.0030_P2_P2_P1.4.1.1,88.66699959,88.54260946
Zd.0030_P2_P2_P2.5.1.1,88.12936584,86.3001759
Zd.0030_P2_P2_P3.2.1.1,89.56005149,87.84152732
Zd.0030_P2_P2_P3.3.1.1,86.22363194,86.50512202
Zd.0030_P2_P2_P3.4.1.1,89.83313514,88.39302674
Zd.0030_P2_P2_P4.4.1.1,89.19440344,87.45025292
Zd.0030_P2_P2_P4.5.1.1,90.59046008,88.25136572
Zd.0030_P2_P3_P1.1.1.1,91.78787193,92.06716003
Zd.0030_P2_P3_P1.3.1.1,84.74100865,84.35822248
Zd.0030_P2_P3_P2.1.1.1,93.09493323,92.68267729
Zd.0030_P2_P3_P3.1.1.1,92.00959716,92.15889981
Zd.0030_P2_P3_P3.4.1.1,94.28029098,92.77301024
Zd.0030_P2_P4_P1.1.1.1,91.47351514,90.20225702
Zd.0030_P2_P4_P2.1.1.1,84.56789183,85.28334196
Zd.0030_P2_P4_P2.2.1.1,89.17456041,86.43079985
Zd.0030_P2_P4_P2.3.1.1,91.95155688,90.59352051
Zd.0030_P2_P4_P3.2.1.1,89.0032879,88.93989526
Zd.0030_P2_P4_P3.4.1.1,87.87508127,85.74458785
Zd.0030_P2_P4_P4.1.1.1,89.85132543,87.97435028
Zd.0030_P2_P4_P4.3.1.1,88.26140529,86.14468114
Zd.0030_P2_P4_P4.4.1.1,87.68630336,87.04070519
Zd.0030_P2_P4_P5.1.1.1,87.61762455,87.54258431
Zd.0030_P2_P4_P5.4.1.1,91.52403394,90.52702849
Zd.0030_P2_P5_P1.1.1.1,91.66353249,89.18861966
Zd.0030_P2_P5_P1.2.1.1,90.60520889,89.04255353
Zd.0030_P2_P5_P1.4.1.1,90.55976593,88.72992276
Zd.0030_P2_P5_P1.5.1.1,88.52744708,87.01647831
Zd.0030_P2_P5_P2.1.1.1,90.24666098,88.7451777
Zd.0030_P2_P5_P2.2.1.1,87.66560842,87.24637697
Zd.0030_P2_P5_P2.3.1.1,88.40981767,87.48655032
Zd.0030_P2_P5_P3.1.1.1,93.62603411,91.19998565
Zd.0030_P2_P5_P3.4.1.1,87.28969902,86.9022001
Zd.0030_P2_P5_P5.1.1.1,87.40082569,87.85673716
Zd.0030_P2_P5_P5.2.1.1,87.10145419,86.2539168
Zd.0040_P1_P1_P1.1.1.1,88.53093852,86.48443955
Zd.0040_P1_P1_P2.1.1.1,88.88495508,87.37342399
Zd.0040_P1_P1_P2.2.1.1,92.4440844,91.09792587
Zd.0040_P1_P3_P2.1.1.1,90.42259429,87.4164066
Zd.0040_P1_P3_P2.2.1.1,85.84913435,85.14456868
Zd.0040_P1_P4_P1.1.1.1,86.38400847,86.09926217
Zd.0040_P1_P4_P1.2.1.1,86.06779694,85.11656593
Zd.0040_P1_P4_P2.2.1.1,89.27719826,89.30249725
Zd.0040_P1_P4_P2.3.1.1,89.77433024,89.93245479
Zd.0040_P1_P4_P2.4.1.1,90.16210584,88.00755313
Zd.0040_P1_P4_P3.1.1.1,86.50951114,86.6494542
Zd.0040_P1_P4_P3.3.1.1,91.08460648,90.20320024
Zd.0040_P1_P4_P5.3.1.1,89.0371641,87.3500821
Zd.0040_P1_P5_P1.2.1.1,89.81611263,86.75454433
Zd.0040_P1_P5_P1.4.1.1,87.86216741,87.05558562
Zd.0040_P1_P5_P2.1.1.1,88.41122907,86.5957751
Zd.0040_P1_P5_P2.3.1.1,86.37641396,86.33142756
Zd.0040_P1_P5_P3.1.1.1,87.4902978,88.09692128
Zd.0040_P1_P5_P3.2.1.1,87.00009998,86.53794032
Zd.0040_P1_P5_P3.3.1.1,86.28785352,84.40261254
Zd.0040_P1_P5_P3.4.1.1,88.95412215,87.85828042
Zd.0040_P1_P5_P4.2.1.1,89.23461043,88.7252924
Zd.0020_P2_P1_P1.1.1.1,87.79126172,85.83019206
Zd.0020_P2_P1_P1.2.1.1,87.16154432,86.65767723
Zd.0020_P2_P1_P1.4.1.1,92.31753304,90.10536529
Zd.0020_P2_P1_P3.1.1.1,89.66426201,88.99545945
Zd.0020_P2_P1_P3.2.1.1,90.87762449,89.32138513
Zd.0020_P2_P1_P3.4.1.1,89.36494049,87.05406948
Zd.0020_P2_P2_P1.2.1.1,87.4711886,83.97129056
Zd.0020_P2_P2_P1.3.1.1,86.65405872,85.7635834
Zd.0020_P2_P2_P2.1.1.1,90.3317902,88.01175808
Zd.0020_P2_P2_P2.2.1.1,88.15682876,87.79709996
Zd.0020_P2_P3_P1.2.1.1,88.2986589,87.18705997
Zd.0020_P2_P3_P1.3.1.1,89.45071233,88.80508681
Zd.0020_P2_P3_P2.1.1.1,98.464106,95.14822119
Zd.0020_P2_P3_P2.2.1.1,89.27480763,89.65227479
Zd.0020_P2_P4_P1.1.1.1,89.60478624,89.63446158
Zd.0020_P2_P4_P1.4.1.1,88.88526541,87.48245717
Zd.0020_P2_P4_P2.3.1.1,89.67122155,86.95670929
Zd.0020_P2_P4_P2.4.1.1,86.11122545,86.16582919
Zd.0020_P2_P4_P3.4.1.1,89.44862479,87.7894377
Zd.0020_P3_P1_P3.1.1.1,88.33381237,86.06626411
Zd.0020_P3_P1_P3.2.1.1,90.30180517,89.2465079
Zd.0020_P3_P1_P3.4.1.1,89.77913684,89.54115745
Zd.0020_P3_P1_P3.5.1.1,89.70777126,88.60517953
Zd.0020_P3_P2_P1.5.1.1,89.57438591,88.86990887
Zd.0020_P3_P2_P2.1.1.1,87.67264435,87.84785264
Zd.0020_P3_P2_P2.3.1.1,87.12240846,86.54586028
Zd.0020_P3_P2_P2.4.1.1,88.00015065,87.66873145
Zd.0020_P3_P2_P3.2.1.1,87.98727799,87.94908347
Zd.0020_P3_P2_P3.3.1.1,86.56854607,85.8808113
Zd.0020_P3_P3_P1.1.1.1,92.35619989,90.00919344
Zd.0020_P3_P3_P1.2.1.1,87.8215817,88.2314762
Zd.0020_P3_P3_P2.4.1.1,87.87592617,89.90532668
Zd.0020_P3_P3_P3.2.1.1,87.13121062,89.50626075
Zd.0020_P3_P3_P3.3.1.1,89.19333358,88.92322008
Zd.0020_P3_P4_P1.1.1.1,88.29757979,88.41061126
Zd.0020_P3_P4_P1.3.1.1,86.66820922,84.67403
Zd.0020_P3_P4_P1.4.1.1,91.70769897,91.4568484
Zd.0020_P3_P4_P2.1.1.1,90.31893922,90.23854296
Zd.0020_P3_P4_P2.3.1.1,87.94687317,87.41696343
